"id","Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","HoraFinal","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Paralabrax","clathratus","Paralabrax clathratus",NA,35,"30a40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Sebastes","auriculatus","Sebastes auriculatus",NA,30,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Sebastes","auriculatus","Sebastes auriculatus",NA,35,"30a40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Sebastes","carnatus","Sebastes carnatus",NA,28,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,4,"0a5",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,17.5,"11a20",3,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,25,"20a30",2,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,28,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,29,"20a30",2,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,30,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,40,"30a40",4,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,50,">40",2,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 7",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79944,-115.795,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","11",NA,NA,NA,9,NA,7,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,59,">40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Chromis","punctipinnis","Chromis punctipinnis",NA,11,"11a20",10,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Chromis","punctipinnis","Chromis punctipinnis",NA,12.5,"11a20",9,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Chromis","punctipinnis","Chromis punctipinnis",NA,16.5,"11a20",20,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Embiotoca","jacksoni","Embiotoca jacksoni",NA,25,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Girella","nigricans","Girella nigricans",NA,22,"20a30",20,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,20,"11a20",2,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Hypsypops","rubicundus","Hypsypops rubicundus",NA,25,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,13.5,"11a20",3,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,15,"11a20",11,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,16,"11a20",8,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,18,"11a20",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,20,"11a20",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Oxyjulis","californica","Oxyjulis californica",NA,21,"20a30",5,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Paralabrax","clathratus","Paralabrax clathratus",NA,36,"30a40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Rhacochilus","vacca","Rhacochilus vacca",NA,25,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Rhacochilus","vacca","Rhacochilus vacca",NA,26,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,18,"11a20",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,25,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,27.7,"20a30",2,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,30,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,37,"30a40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,39,"30a40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,48,">40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,50,">40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 8",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.7982,-115.7949,"Bosque de kelp","Control","Ninguna",NA,"Gregorio Tambo","1","12",NA,NA,NA,NA,NA,8,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,65,">40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Chromis","punctipinnis","Chromis punctipinnis",NA,12,"11a20",10,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Sebastes","carnatus","Sebastes carnatus",NA,8,"6a10",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Sebastes","carnatus","Sebastes carnatus",NA,22,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Sebastes","carnatus","Sebastes carnatus",NA,35,"30a40",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,10,"6a10",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,15,"11a20",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,23,"20a30",2,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,25,"20a30",1,"El Arrimadero - Gaviotas"
"16 8 2013 Punta Patos 9",16,8,2013,"Baja California","Punta Rompiente","Gaviotas",29.79984,-115.7923,"Bosque de kelp","Control","Ninguna",NA,"Juan Jose Gomez","2","7",NA,NA,NA,8,NA,9,"Semicossyphus","pulcher","Semicossyphus pulcher",NA,28,"20a30",1,"El Arrimadero - Gaviotas"
"17 10 2011 Punta Blanca 1",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65901,NA,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:32","09:38",13.6,13.3,21.8,8,NA,1,"Chaetodon","humeralis","Chaetodon humeralis","A",22.5,"20a30",5,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 1",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65901,NA,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:32","09:38",13.6,13.3,21.8,8,NA,1,"Holocanthus","passer","Holocanthus passer","A",22.5,"20a30",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 1",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65901,NA,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:32","09:38",13.6,13.3,21.8,8,NA,1,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22.5,"20a30",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 1",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65901,NA,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:32","09:38",13.6,13.3,21.8,8,NA,1,"Johnrandallia","nigrirostris","Johnrandallia nigrirostris","A",22.5,"20a30",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 1",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65901,NA,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:32","09:38",13.6,13.3,21.8,8,NA,1,"Mulloidichthys","dentatus","Mulloidichthys dentatus",NA,15,"11a20",10,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 1",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65901,NA,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:32","09:38",13.6,13.3,21.8,8,NA,1,"Mulloidichthys","dentatus","Mulloidichthys dentatus",NA,22.5,"20a30",7,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 1",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65901,NA,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:32","09:38",13.6,13.3,21.8,8,NA,1,"Paralabrax","maculatofasciatus","Paralabrax maculatofasciatus",NA,22.5,"20a30",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 10",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.176,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Alfonso Romero","10:22","10:27",7.7,8.8,23,9,NA,10,"Hypsypops","rubicundus","Hypsypops rubicundus","A",15,"11a20",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 10",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.176,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Alfonso Romero","10:22","10:27",7.7,8.8,23,9,NA,10,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22.5,"20a30",4,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 2",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65823,-112.1775,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:50","09:57",7.3,6.4,22.9,8,NA,2,"Chaetodon","humeralis","Chaetodon humeralis",NA,22.5,"20a30",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 2",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65823,-112.1775,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Gustavo Hinojosa","09:50","09:57",7.3,6.4,22.9,8,NA,2,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22.5,"20a30",6,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 3",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65823,-112.1774,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Roger Romero","10:28","10:35",7.8,6.9,25,8,NA,3,"Calamus","brachysomus","Calamus brachysomus",NA,22.5,"20a30",4,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 3",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65823,-112.1774,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Roger Romero","10:28","10:35",7.8,6.9,25,8,NA,3,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22.5,"20a30",7,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 4",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65911,-112.1811,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Norberto Velez","09:05","09:12",14.1,13.1,24,8,NA,4,"Chaetodon","humeralis","Chaetodon humeralis",NA,15,"11a20",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 4",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65911,-112.1811,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Norberto Velez","09:05","09:12",14.1,13.1,24,8,NA,4,"Chromis","atrilobata","Chromis atrilobata",NA,15,"11a20",30,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 4",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65911,-112.1811,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Norberto Velez","09:05","09:12",14.1,13.1,24,8,NA,4,"Holocanthus","passer","Holocanthus passer","A",22.5,"20a30",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 4",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65911,-112.1811,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Norberto Velez","09:05","09:12",14.1,13.1,24,8,NA,4,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22.5,"20a30",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 4",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65911,-112.1811,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Norberto Velez","09:05","09:12",14.1,13.1,24,8,NA,4,"Johnrandallia","nigrirostris","Johnrandallia nigrirostris",NA,15,"11a20",7,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 4",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65911,-112.1811,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Norberto Velez","09:05","09:12",14.1,13.1,24,8,NA,4,"Pomacanthus","zonipectus","Pomacanthus zonipectus","A",22.5,"20a30",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 5",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65949,-112.1805,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","09:08","09:11",12.4,12.2,23,7,NA,5,"Calamus","brachysomus","Calamus brachysomus",NA,15,"11a20",5,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 5",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65949,-112.1805,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","09:08","09:11",12.4,12.2,23,7,NA,5,"Calamus","brachysomus","Calamus brachysomus",NA,22.5,"20a30",4,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 5",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65949,-112.1805,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","09:08","09:11",12.4,12.2,23,7,NA,5,"Holocanthus","passer","Holocanthus passer","A",15,"11a20",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 5",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65949,-112.1805,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","09:08","09:11",12.4,12.2,23,7,NA,5,"Holocanthus","passer","Holocanthus passer","A",22.5,"20a30",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 5",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65949,-112.1805,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","09:08","09:11",12.4,12.2,23,7,NA,5,"Nicholsina","denticulata","Nicholsina denticulata",NA,22.5,"20a30",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 6",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","10:23","10:30",4.7,6.8,23,7,NA,6,"Chromis","atrilobata","Chromis atrilobata",NA,15,"11a20",38,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 6",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","10:23","10:30",4.7,6.8,23,7,NA,6,"Holocanthus","passer","Holocanthus passer","A",15,"11a20",3,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 6",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","10:23","10:30",4.7,6.8,23,7,NA,6,"Holocanthus","passer","Holocanthus passer","A",22.5,"20a30",1,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 6",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","10:23","10:30",4.7,6.8,23,7,NA,6,"Hypsypops","rubicundus","Hypsypops rubicundus","A",15,"11a20",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 6",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","10:23","10:30",4.7,6.8,23,7,NA,6,"Hypsypops","rubicundus","Hypsypops rubicundus","A",22.5,"20a30",10,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 6",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","10:23","10:30",4.7,6.8,23,7,NA,6,"Nicholsina","denticulata","Nicholsina denticulata",NA,22.5,"20a30",5,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 6",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Omar Rangel","10:23","10:30",4.7,6.8,23,7,NA,6,"Semicossyphus","pulcher","Semicossyphus pulcher","H",22.5,"20a30",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 7",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65949,-112.1805,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Rauœl Romero","09:08","09:12",12.9,13,23,7,NA,7,"Calamus","brachysomus","Calamus brachysomus",NA,22.5,"20a30",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 7",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65949,-112.1805,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Rauœl Romero","09:08","09:12",12.9,13,23,7,NA,7,"Hypsypops","rubicundus","Hypsypops rubicundus","A",15,"11a20",2,"Punta Arenas - Punta Focas"
"17 10 2011 Punta Blanca 8",17,10,2011,"Baja California Sur","Puerto Mateo","Punta Arenas",24.65893,-112.1755,"Arrecife rocoso","Reserva","Reserva comunitaria",NA,"Rauœl Romero","10:24","10:27",6.4,6.8,23,7,NA,8,"Chromis","atrilobata","Chromis atrilobata",NA,15,"11a20",24,"Punta Arenas - Punta Focas"
