Comunidad,Sitio,RC,Zonificacion,Ano,Transecto,GeneroEspecie,Talla,Abundancia,ProfundidadInicial,Visibilidad,Temperatura
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Halichoeres semicinctus,10,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Halichoeres semicinctus,15,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Halichoeres semicinctus,16,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,15,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,17,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,18,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,19,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,20,7,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,22,4,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,23,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,24,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,25,8,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,26,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,28,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,29,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Hypsypops rubicundus,30,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Ophiodon elongatus,50,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Ophiodon elongatus,60,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,4,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,5,15,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,7,30,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,8,17,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,9,8,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,10,30,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,11,28,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,12,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,13,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,14,4,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,15,23,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,16,16,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,17,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Oxyjulis californica,18,6,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,10,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,15,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,25,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,29,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,30,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,31,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,35,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Paralabrax clathratus,60,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Rhacochilus vacca,12,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Rhacochilus vacca,22,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Rhacochilus vacca,30,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Rhacochilus vacca,31,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes atrovirens,18,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes auriculatus,18,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes auriculatus,19,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes auriculatus,20,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes auriculatus,23,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes auriculatus,28,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes carnatus,16,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes carnatus,21,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes carnatus,25,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes carnatus,28,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes carnatus,30,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes chrysomelas,20,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes chrysomelas,25,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes chrysomelas,26,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes chrysomelas,30,4,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes rastrelliger,25,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes rastrelliger,26,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes rufus,17,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes rufus,18,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes serranoides,12,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Sebastes serranoides,15,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,6,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,8,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,10,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,12,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,13,4,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,15,9,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,16,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,20,8,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,22,6,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,23,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,25,4,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,27,4,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,28,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,29,4,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,30,8,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,31,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,32,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,33,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,35,8,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,36,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,38,3,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,39,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,40,8,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,42,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,45,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,48,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,50,2,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,51,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,55,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,58,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,60,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Semicossyphus pulcher,65,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,Squatina californica,100,1,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2014,1,NA,NA,0,12,5,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,25,6,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,30,13,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,31,3,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,33,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,35,5,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,40,8,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,45,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Caulolatilus princeps,50,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,5,20,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,8,20,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,9,16,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,10,102,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,11,13,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,12,6,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,13,6,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,15,75,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,17,15,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,18,10,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,19,15,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Chromis punctipinnis,20,14,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Embiotoca jacksoni,10,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Girella nigricans,8,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Girella nigricans,12,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Girella nigricans,15,9,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Girella nigricans,20,9,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Girella nigricans,25,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Girella nigricans,30,17,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Halichoeres semicinctus,7,11,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Halichoeres semicinctus,10,39,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Halichoeres semicinctus,13,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Halichoeres semicinctus,15,6,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Halichoeres semicinctus,18,15,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Halichoeres semicinctus,20,4,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,8,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,10,3,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,15,3,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,17,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,18,4,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,19,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,20,6,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,21,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,22,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,23,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,25,8,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Hypsypops rubicundus,30,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,5,9,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,6,10,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,8,18,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,10,25,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,11,14,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,12,18,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,15,19,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,16,3,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,18,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Oxyjulis californica,20,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,7,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,8,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,10,18,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,12,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,13,4,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,15,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,18,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,20,3,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,25,5,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,29,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,30,5,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,35,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,40,6,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,41,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,45,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Paralabrax clathratus,50,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Sebastes atrovirens,25,3,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Sebastes auriculatus,20,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Sebastes carnatus,20,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Sebastes chrysomelas,40,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Sebastes serranoides,30,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,10,13,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,11,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,12,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,15,9,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,17,4,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,18,11,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,19,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,20,17,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,22,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,25,8,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,30,18,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,35,7,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,40,7,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,45,7,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,48,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,50,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,55,1,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,60,2,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,Semicossyphus pulcher,ND,15,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2015,1,NA,NA,0,15,8,12
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,6,4,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,7,5,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,8,40,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,9,46,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,10,60,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,11,80,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,12,62,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,13,18,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,14,25,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,15,79,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,18,13,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,20,83,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,22,2,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Chromis punctipinnis,25,30,14,7,10
El Rosario,Sportfish,Sportfish-Lazaro,Reserva,2016,1,Embiotoca jacksoni,15,1,14,7,10
